,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLK US Equity,IYZ US Equity,XLB US Equity,XLU US Equity,USRT US Equity,AGG US Equity,LQD US Equity,HYG US Equity,TIP US Equity,EMB US Equity,GLD US Equity,DBC US Equity,DBA US Equity
2/10/14,#N/A N/A,64.05,41.09,83.63,17.3041,56.82,50.15,35.17,28.41,44.92,39.17,40.23,107.93,116.11,93.48,112.33,108.42,122.92,25.37,25.24
2/11/14,#N/A N/A,64.52,41.57,84.72,17.4827,57.59,50.71,35.6,28.68,45.44,39.54,39.9,107.72,115.87,93.64,111.97,108.49,124.36,25.5,25.27
2/12/14,#N/A N/A,64.58,41.39,84.52,17.4827,57.59,51,35.74,28.91,45.36,39.59,40.3001,107.54,115.52,93.49,111.69,108.48,124.43,25.55,25.49
2/13/14,#N/A N/A,64.78,41.6,84.92,17.5477,58,51.04,36,29.3,45.75,40.02,40.62,107.77,116,93.76,112.07,108.47,125.49,25.69,25.49
2/14/14,#N/A N/A,65.17,41.84,86.03,17.5721,58.21,51.37,36.07,29.25,46.12,40.28,40.76,107.77,116.22,93.91,111.84,108.53,127.15,25.78,25.54
2/17/14,#N/A N/A,65.17,41.84,86.03,17.5721,58.21,51.37,36.07,29.25,46.12,40.28,40.76,107.77,116.22,93.91,111.84,108.53,127.15,25.78,25.54
2/18/14,#N/A N/A,65.25,41.6,86.42,17.6045,58.75,51.33,36.09,29.19,46.15,40.42,40.85,107.84,116.46,94.04,112.05,108.54,127.4,26.15,26.13
2/19/14,#N/A N/A,64.72,41.51,86.53,17.3609,58.39,50.85,35.97,29.18,45.83,40.19,40.85,107.76,116.33,93.8,111.83,108.39,126.27,26.22,26.6
2/20/14,#N/A N/A,65.07,41.69,87.1,17.4097,58.92,51.33,36.09,29.57,46.31,40.5,40.8594,107.7,116.18,94.09,111.49,108.24,127.6,26.27,26.63
2/21/14,#N/A N/A,65.2,41.6,86.41,17.4421,58.81,51.39,35.95,29.35,46.19,40.55,40.84,107.8,116.3,94.17,111.69,108.72,127.58,26.2,26.64
2/24/14,#N/A N/A,65.47,41.75,87.71,17.5721,59.25,51.78,36.09,29.32,46.03,40.45,40.97,107.7,116.36,94.38,111.69,109.36,128.99,26.31,26.97
2/25/14,#N/A N/A,65.93,41.91,87.67,17.4665,59.1,51.61,35.99,29.16,46.2,40.4,40.9,107.99,116.81,94.49,112.12,109.46,129.21,26.19,27.08
2/26/14,#N/A N/A,66.3,41.87,87.12,17.4421,59.1,51.66,36.02,28.86,46.55,40.27,40.97,108.22,117.19,94.65,112.38,109.45,128.11,26.12,27.11
2/27/14,#N/A N/A,66.57,42.06,87.21,17.5315,59.44,51.96,36.31,29.25,46.92,40.17,41.0188,108.33,117.39,94.83,112.54,109.96,128.2,26.04,27.15
2/28/14,#N/A N/A,66.84,42.35,87.65,17.6208,59.44,52.06,36.35,28.78,47.08,40.45,41.3699,108.27,117.32,94.93,112.7,110.54,127.62,26.13,27.37
3/3/14,#N/A N/A,66.21,42.12,87.09,17.4827,59,51.71,35.96,28.82,46.97,40.05,41.1001,108.35,117.28,94.38,113.22,109.12,130.29,26.49,28.06
3/4/14,#N/A N/A,67.04,42.69,88.04,17.84,60.12,52.46,36.43,29.37,47.71,40.34,41.77,107.95,116.65,94.72,112.49,109.84,128.68,26.39,27.96
3/5/14,#N/A N/A,67.32,42.55,87.22,18.0268,59.97,52.53,36.48,29.22,47.82,40.07,41.5799,108.01,116.59,94.55,112.65,109.96,128.89,26.17,28.36
3/6/14,#N/A N/A,67.49,42.54,87.85,18.0836,59.6,52.83,36.53,29.31,48,39.87,41.489,107.77,116.24,94.41,112.37,109.74,130.17,26.41,28.32
3/7/14,#N/A N/A,67.39,42.66,88.02,18.1648,59.45,53,36.42,29.16,47.79,39.99,40.99,107.47,115.82,94.05,112.13,109.55,129.09,26.29,28.38
3/10/14,#N/A N/A,67.21,42.7,88.16,18.1729,59.7,52.77,36.36,29.07,47.75,39.89,40.74,107.47,115.64,94.06,112.18,109.33,129.13,26.07,28.51
3/11/14,#N/A N/A,66.82,42.68,87.16,18.0511,59.58,52.39,36.28,29.04,47.26,39.78,41.17,107.46,115.68,93.96,112.15,109.12,129.86,26.08,28.7599
3/12/14,#N/A N/A,66.72,42.77,87.17,18.0187,59.57,52.29,36.34,29.05,47.24,40.28,41.19,107.7,116.09,94.12,112.39,109.14,131.76,26.01,28.74
3/13/14,#N/A N/A,65.91,42.56,86.3,17.8157,58.76,51.55,35.85,28.87,46.9,40.7,41.05,107.98,116.5,93.87,112.85,108.93,132.21,25.89,28.78
3/14/14,#N/A N/A,65.85,42.58,86.38,17.702,58.44,51.35,35.63,28.93,46.9,40.89,41.1294,107.93,116.37,93.8,112.83,109.16,133.1,26.03,28.6
3/17/14,#N/A N/A,66.29,42.83,86.84,17.8887,59.01,51.98,36.05,29.37,47.28,41.16,41.1799,107.87,116.22,93.93,112.57,109.28,131.64,25.74,28.44
3/18/14,#N/A N/A,66.58,42.92,87.57,17.9781,59.64,52.26,36.52,29.67,47.55,41.1,41.28,108,116.58,94.21,112.79,109.6,130.62,25.87,28.72
3/19/14,#N/A N/A,66.14,42.59,86.91,17.9699,59.46,51.72,36.37,29.52,47.13,40.45,40.38,107.52,115.74,93.73,111.75,109.5,128.09,25.86,28.66
3/20/14,#N/A N/A,66.31,42.74,87.25,18.2542,59.46,51.87,36.65,30,47.76,40.54,40.61,107.44,115.9,94.05,111.4,109.43,127.86,25.74,28.11
3/21/14,#N/A N/A,65.68,42.5,87.06,18.1892,58.18,51.65,36.31,29.93,47.37,40.51,40.97,107.59,116.3,93.99,111.82,109.28,128.47,25.76,27.85
3/24/14,#N/A N/A,65.02,42.46,86.88,18.1811,57.53,51.48,36.28,29.82,47,40.62,40.78,107.75,116.52,94.02,111.96,109.68,126.18,25.75,28.04
3/25/14,#N/A N/A,64.63,42.77,87.66,18.1648,58.04,51.95,36.5,29.59,47.26,40.79,40.65,107.64,116.56,94.21,111.93,109.97,126.41,25.92,28.06
3/26/14,#N/A N/A,64.11,42.67,87.25,17.9781,58.06,51.42,36.06,29.22,46.58,40.62,40.2455,107.98,117.01,94.23,112.32,110.29,125.41,25.9,28.13
3/27/14,#N/A N/A,63.8,42.64,87.96,17.8806,57.93,51.35,35.93,29.39,46.45,40.95,40.455,108.06,117.04,94.09,112.36,111.05,124.59,26.13,28.45
3/28/14,#N/A N/A,64.28,42.75,89.06,17.9537,57.71,51.73,36.07,29.74,46.77,41.01,40.73,107.9,116.95,94.25,112.08,110.99,124.56,26.14,28.43
3/31/14,#N/A N/A,64.72,43.06,89.06,18.1405,58.49,52.33,36.35,29.98,47.28,41.46,41.0116,107.91,116.94,94.39,112.1,111.42,123.61,26.12,28.33
4/1/14,#N/A N/A,65.62,42.99,89.59,18.1729,58.855,52.7,36.78,30.46,47.54,41.17,40.932,107.54,116.31,94.12,111.71,111.63,123.39,25.8,28.19
4/2/14,#N/A N/A,66.06,43.04,89.91,18.2136,59.12,53.07,36.8,30.49,47.89,41.11,41.18,107.36,116.15,94.02,111.46,111.04,124.32,25.74,27.83
4/3/14,#N/A N/A,65.74,43.09,90.49,18.1811,58.99,53.15,36.62,30.23,47.95,41.24,41.14,107.44,116.37,94.06,111.59,110.93,123.92,25.95,28
4/4/14,#N/A N/A,64.65,42.95,90.16,18.0024,58.01,52.54,35.92,29.72,47.34,41.46,41.22,107.78,116.83,94.28,112.1,111.6,125.57,26.07,28.27
4/7/14,#N/A N/A,63.39,42.99,88.65,17.7263,57.43,51.79,35.64,29.36,46.65,41.39,41.409,107.94,117.11,94.08,112.27,111.33,124.91,26.01,28.48
4/8/14,#N/A N/A,64.03,43.21,89.54,17.7507,56.96,51.79,35.96,29.8,46.83,41.98,41.51,108.07,117.42,94.3,112.33,111.85,126.09,26.31,28.62
4/9/14,#N/A N/A,64.72,43.4,89.95,17.905,58.18,52.45,36.44,29.9,47.54,41.89,41.5325,108.08,117.52,94.45,112.41,111.93,126.32,26.38,28.74
4/10/14,#N/A N/A,63.11,42.97,88.7,17.4909,56.24,51.41,35.6,29.3,46.59,41.73,41.305,108.33,117.68,94.18,112.8,112.46,127.01,26.39,28.78
4/11/14,#N/A N/A,62.24,42.75,88.45,17.2797,55.71,50.9,35.2,28.76,46.03,41.69,40.94,108.43,117.76,93.78,113.09,112.28,126.93,26.27,28.56
4/14/14,#N/A N/A,62.73,43.09,89.66,17.4178,56.02,51.19,35.55,28.9,46.4,41.94,40.88,108.47,117.84,94.08,112.87,112.06,127.85,26.51,28.87
4/15/14,#N/A N/A,62.81,43.2,90.86,17.5802,56.62,51.55,35.73,28.9,46.68,42.52,41.48,108.48,118.09,94.18,113.15,111.67,125.49,26.53,28.65
4/16/14,#N/A N/A,63.69,43.62,91.95,17.7182,56.9,52.34,36.08,29.23,47.37,42.83,41.79,108.54,118.14,94.23,113.22,111.99,125.54,26.58,28.52
4/17/14,#N/A N/A,63.77,43.63,92.79,17.7507,56.89,52.75,36.03,29.47,47.52,42.3,41.63,108.19,117.46,94.12,113.08,112.11,124.75,26.64,28.88
4/18/14,#N/A N/A,63.77,43.63,92.79,17.7507,56.89,52.75,36.03,29.47,47.52,42.3,41.63,108.19,117.46,94.12,113.08,112.11,124.75,26.64,28.88
4/21/14,#N/A N/A,63.94,43.65,93.42,17.7345,57.57,52.9,36.17,29.43,47.53,42.25,41.8596,108.18,117.62,94.12,113.08,112.31,124.24,26.55,28.49
4/22/14,#N/A N/A,64.49,43.63,93.27,17.8564,58.2,52.93,36.32,29.69,47.7,42.31,41.94,108.16,117.68,94.22,113.08,112.2,123.78,26.54,29
4/23/14,#N/A N/A,64.19,43.56,93.76,17.8969,57.91,53.13,35.93,29.33,47.71,42.33,41.8,108.27,117.94,94.25,113.43,112.06,123.76,26.52,29.21
4/24/14,#N/A N/A,64.54,43.73,93.79,17.8887,57.82,53.03,36.21,29.07,47.5,42.62,41.96,108.37,117.96,94.27,113.5,111.95,124.56,26.68,29.21
4/25/14,#N/A N/A,63.44,43.79,93.23,17.7426,57.39,52.51,35.75,28.61,47.16,43.11,41.9,108.39,117.94,94.24,113.55,111.55,125.43,26.57,29.11
4/28/14,#N/A N/A,63.28,44.29,93.39,17.637,57.73,52.54,36.09,28.53,46.96,43.32,42.202,108.32,117.8,94.22,113.21,111.59,124.88,26.48,29
4/29/14,#N/A N/A,63.57,44.1,93.82,17.8075,58.07,52.68,36.34,28.89,47.29,43.14,42.21,108.37,117.82,94.36,113.14,112.03,124.86,26.55,29.38
4/30/14,#N/A N/A,63.84,44.24,93.74,17.8319,58.12,53.03,36.45,29.33,47.67,43.21,42.3,108.59,118.15,94.34,113.58,112.17,124.22,26.41,29.27
5/1/14,#N/A N/A,64.09,44.2,93.53,17.8644,58.25,52.9,36.49,29.59,47.37,43.39,42.57,108.55,118.3,93.82,113.73,111.73,123.8,26.21,29.13
5/2/14,#N/A N/A,64.25,44.2,93.72,17.8563,57.75,52.82,36.39,29.73,47.55,42.5,42.6,108.68,118.55,94.04,114.03,111.99,125.06,26.28,28.94
5/5/14,#N/A N/A,64.31,44.1,94.16,17.7832,58.13,52.93,36.58,29.74,47.81,42.88,42.8101,108.64,118.25,94,113.79,112.03,126.22,26.22,29.12
5/6/14,#N/A N/A,63.39,43.82,94.3,17.5315,57.62,52.53,36.17,29.23,47.57,42.67,42.66,108.72,118.45,94.02,113.75,112.39,125.98,26.24,29.13
5/7/14,#N/A N/A,63.31,44.24,95.12,17.7669,57.78,52.98,36.19,29.23,47.94,43.36,43.25,108.72,118.47,94.16,113.82,113.29,124.17,26.31,29.03
5/8/14,#N/A N/A,63.49,44.3,93.76,17.8157,57.47,52.97,36.29,29.43,47.75,42.89,43.174,108.79,118.5,94.14,113.98,113.77,124.17,26.23,28.88
5/9/14,#N/A N/A,63.84,44.51,93.67,17.8075,57.82,53.01,36.33,29.67,47.75,42.26,43.25,108.69,118.37,94.23,113.91,113.55,124.1,26.1,28.48
5/12/14,#N/A N/A,64.64,44.55,94.33,17.9862,58.41,53.8,36.82,29.94,48.36,41.87,43.39,108.6,118.07,94.33,113.6,113.45,124.94,26.16,28.51
5/13/14,#N/A N/A,64.46,44.64,94.68,17.9699,58.5,53.89,36.84,29.78,48.4,41.97,43.119,108.78,118.51,94.48,113.89,113.49,124.6,26.28,28.59
5/14/14,#N/A N/A,63.74,44.4,94.72,17.84,58.54,53.49,36.67,29.68,48.41,42.18,43.2796,109.09,119.1,94.53,114.54,114.07,125.81,26.4,28.58
5/15/14,#N/A N/A,63.28,44.01,93.64,17.637,57.95,53.02,36.45,29.7,47.73,42.01,43.17,109.32,119.31,94.44,115.07,113.98,124.77,26.24,28.61
5/16/14,#N/A N/A,63.75,44.28,93.4,17.6573,58.15,53.09,36.68,29.78,47.9,42.14,43.49,109.2,119.17,94.6299,114.95,113.87,124.5,26.27,28.35
5/19/14,#N/A N/A,64.04,44.19,93.69,17.7507,58.51,53.3,36.92,29.83,48.1,41.49,43.36,109.16,119.06,94.77,114.61,114.09,124.58,26.25,28.34
5/20/14,#N/A N/A,63.46,44.03,93.42,17.6451,58.14,52.59,36.71,29.28,47.84,41.49,43.25,109.21,119.06,94.65,114.83,114.13,124.69,26.3,28.28
5/21/14,#N/A N/A,64.23,44.28,94.43,17.7588,58.63,53.11,36.96,29.25,48.06,41.52,43.059,109.17,118.84,94.64,114.76,114.05,124.39,26.35,28.28
5/22/14,#N/A N/A,64.57,44.21,94.34,17.84,58.98,53.21,37.03,29.56,48.17,41.86,43.01,109.12,118.8,94.71,114.94,114.25,124.67,26.37,28.21
5/23/14,#N/A N/A,65.08,44.28,94.15,17.8969,59.01,53.55,37.34,29.79,48.58,41.76,43.15,109.23,118.93,94.74,115.21,114.3,124.51,26.43,28.12
5/26/14,#N/A N/A,65.08,44.28,94.15,17.8969,59.01,53.55,37.34,29.79,48.58,41.76,43.15,109.23,118.93,94.74,115.21,114.3,124.51,26.43,28.12
5/27/14,#N/A N/A,65.42,44.4,94.41,18.0511,59.33,53.83,37.66,29.78,48.58,42.09,42.79,109.33,119.35,94.83,115.28,114.45,121.85,26.21,27.76
5/28/14,#N/A N/A,65.35,44.34,94.57,18.0187,59.16,53.87,37.56,29.89,48.6,42.34,43.2996,109.63,119.92,94.86,115.91,115.04,121.2,26.22,27.75
5/29/14,#N/A N/A,65.62,44.69,95.38,18.0593,59.63,54.09,37.78,30.04,49.09,42.46,43.32,109.57,119.57,94.95,115.86,115.53,120.94,26.23,27.99
5/30/14,#N/A N/A,65.68,45.04,95.31,18.0999,59.79,54.05,37.82,30.15,49.08,42.74,43.59,109.67,119.59,95.05,115.59,115.63,120.43,26.03,27.71
6/2/14,#N/A N/A,65.9,44.93,95.19,18.1486,59.87,54.28,37.76,29.81,49.28,42.73,43.63,109.13,118.59,94.32,114.47,115.24,119.7,26,27.52
6/3/14,#N/A N/A,65.78,44.77,95.52,18.1729,59.98,54.22,37.7,29.62,49.17,42.89,44.25,108.84,118.05,94.33,113.8,114.4,120.01,25.98,27.47
6/4/14,#N/A N/A,66.1,44.93,95.47,18.2217,60.15,54.21,37.77,29.59,49.25,42.87,43.6269,108.8,117.99,94.33,113.5,114.33,119.76,25.91,27.39
6/5/14,#N/A N/A,66.53,45.11,96.02,18.3922,60.22,54.76,38.02,29.79,49.48,43.23,44.24,108.94,118.24,94.56,113.79,114.62,120.66,25.94,27.34
6/6/14,#N/A N/A,66.92,45.23,96.81,18.514,60.16,55.31,38.19,29.75,49.72,43.08,44.0875,108.88,118.49,94.83,113.79,115.56,120.61,26.05,27.65
6/9/14,#N/A N/A,66.94,45.16,96.96,18.5952,59.85,55.59,38.31,29.84,49.59,42.79,43.6606,108.78,118.25,94.94,113.78,115.51,120.65,26.16,27.52
6/10/14,#N/A N/A,66.81,45.16,96.8,18.5871,60.05,55.46,38.33,29.71,49.66,42.69,43.19,108.62,118.03,94.89,113.59,115.08,121.39,26.09,27.47
6/11/14,#N/A N/A,66.61,45.04,97.17,18.4653,59.98,55.05,38.24,29.53,49.38,42.15,43.22,108.7,118.12,94.9,113.7,114.69,121.41,26.02,27.45
6/12/14,#N/A N/A,65.76,44.72,97.49,18.3516,59.68,54.31,37.91,29.33,48.96,42.28,43.0787,108.91,118.5,94.84,114.04,114.56,122.64,26.39,27.48
6/13/14,#N/A N/A,65.79,44.71,98.42,18.3597,59.63,54.5,38.13,29.74,49.15,42.55,43.0925,108.88,118.48,94.95,113.85,114.8,122.96,26.39,27.73
6/16/14,#N/A N/A,65.94,44.88,99.01,18.2704,59.75,54.44,38.13,29.65,49.04,42.84,42.9801,108.82,118.47,94.9,113.96,114.14,122.42,26.47,27.6
6/17/14,#N/A N/A,66.2,44.88,98.94,18.4572,59.72,54.59,38.22,29.76,49.14,42.78,43,108.62,118.07,94.83,113.8,113.77,122.28,26.5,27.43
6/18/14,#N/A N/A,66.7,45.41,99.69,18.5627,60.2,54.9,38.42,30.15,49.67,43.75,43.36,108.91,118.75,95.26,114.36,114.61,122.67,26.61,27.44
6/19/14,#N/A N/A,66.54,45.67,100.4,18.5384,60.4,55.04,38.35,30.2,49.57,44.11,43.59,108.75,118.33,95.24,114.2,114.41,126.94,26.87,27.75
6/20/14,#N/A N/A,66.08,45.22,100.93,18.5384,60.68,55.02,38.09,30.21,49.64,43.47,43.7592,108.94,118.56,95.33,114.62,114.61,126.5,26.92,27.81
6/23/14,#N/A N/A,66.16,44.97,101.29,18.579,60.45,54.7,38.2,30.26,49.71,43.32,43.67,108.84,118.55,95.32,114.52,114.87,126.85,26.82,27.8
6/24/14,#N/A N/A,66,44.81,99.16,18.4572,60.49,54.15,38,29.88,49.24,43.45,43.34,109.03,119.05,95.24,115.04,115.31,126.98,26.86,27.78
6/25/14,#N/A N/A,66.56,44.74,99.91,18.4734,61.15,54.2,38.15,30.06,49.63,43.61,43.2818,109.18,119.17,95.38,115.09,115.58,126.99,26.9,27.95
6/26/14,#N/A N/A,66.61,44.58,100.02,18.4084,61.23,54.16,38.11,30.07,49.62,43.74,43.23,109.39,119.39,95.28,115.31,115.55,126.73,26.79,28.05
6/27/14,#N/A N/A,66.77,44.655,100.02,18.4815,61.07,54.29,38.34,30.19,49.465,43.91,43.45,109.39,119.37,95.28,115.345,115.558,126.66,26.74,27.84
6/30/14,#N/A N/A,66.74,44.62,100.1,18.4653,60.83,54.06,38.35,30.33,49.64,44.26,43.63,109.4,119.26,95.2,115.36,115.27,128.04,26.58,27.46
7/1/14,#N/A N/A,67.45,44.72,100.16,18.579,61.6,54.39,38.74,30.46,49.76,43.82,43.64,109.07,118.47,94.81,114.56,114.75,127.7,26.5,27.31
7/2/14,#N/A N/A,67.55,44.84,100.01,18.5627,62.07,54.3,38.78,30.48,49.82,42.97,43.53,108.69,118.05,94.87,114.02,114.57,127.7,26.45,27.47
7/3/14,#N/A N/A,68.07,45.09,100.39,18.7089,62.32,54.75,38.95,30.63,50.14,42.5,43.37,108.62,117.93,94.73,114.11,114.49,127.16,26.4,27.38
7/4/14,#N/A N/A,68.07,45.09,100.39,18.7089,62.32,54.75,38.95,30.63,50.14,42.5,43.37,108.62,117.93,94.73,114.11,114.49,127.16,26.4,27.38
7/7/14,#N/A N/A,67.65,45.16,99.62,18.6277,61.85,54.36,38.99,30.51,49.72,42.7,43.5,108.65,118.14,94.66,114.33,114.67,127.02,26.19,27.18
7/8/14,#N/A N/A,66.99,45.07,99.46,18.4653,61.27,53.99,38.64,30.25,49.59,42.99,43.62,108.87,118.58,94.68,114.7,115.41,127.07,26.12,27.13
7/9/14,#N/A N/A,67.8,45.27,100.12,18.514,61.53,54.08,38.83,30.37,49.76,42.87,43.6473,108.96,118.77,94.61,114.98,115.78,127.84,25.94,26.86
7/10/14,#N/A N/A,67.17,45.2,99.16,18.3922,61.49,53.76,38.72,30.35,49.54,43.16,43.81,109.01,118.68,94.32,115.12,115.44,128.54,25.98,26.31
7/11/14,#N/A N/A,67.39,45.26,98.4,18.4247,61.62,54.07,38.92,30.55,49.63,42.83,43.865,109.16,119.05,94.48,115.29,115.55,128.78,25.75,26.12
7/14/14,#N/A N/A,67.58,45.42,99.25,18.5384,61.82,54.38,39.2,30.64,49.6,42.34,44.01,109.07,118.8,94.45,115.06,115.32,125.72,25.85,26.35
7/15/14,#N/A N/A,67.35,45.02,98.82,18.6683,61.29,54.41,39.13,30.45,49.5,42.56,44.049,108.93,118.67,94.3,114.81,115.19,124.53,25.61,26.24
7/16/14,#N/A N/A,67.52,45.03,100.32,18.6358,61.09,54.64,39.49,30.59,49.84,42.7,44.1248,109.02,118.95,94.15,114.78,115.1,124.97,25.65,26.25
7/17/14,#N/A N/A,66.88,44.75,98.7,18.3922,60.42,53.79,38.98,30.24,49.63,42.31,43.956,109.34,119.4,93.49,115.5,114.85,127.0899,25.71,26.27
7/18/14,#N/A N/A,67.4999,45.2,98.9899,18.6033,61.4099,54.24,39.4499,30.46,49.94,42.74,44.6,109.22,119.24,93.88,115.28,115.26,126.13,25.54,26.36
7/21/14,#N/A N/A,67.19,44.99,99.14,18.5546,61.16,54.21,39.4,30.19,49.8,42.7,44.31,109.26,119.24,93.72,115.49,115.52,126.34,25.66,26.4
7/22/14,#N/A N/A,67.47,44.91,99.85,18.6114,61.69,54.41,39.73,30.32,49.87,42.61,44.46,109.44,119.33,93.85,115.39,115.7,125.74,25.55,26.33
7/23/14,#N/A N/A,67.42,44.85,100.49,18.652,62.19,54.19,39.8,30.33,50.08,42.65,44.52,109.46,119.47,94.03,115.38,116.31,125.62,25.62,26.63
7/24/14,#N/A N/A,67.57,44.97,100.58,18.6926,62.06,53.93,39.77,30.45,50.02,42.78,44.301,109.12,119,94.2,115.17,116.14,124.35,25.59,26.65
7/25/14,#N/A N/A,66.82,44.79,99.84,18.5871,61.83,53.79,39.72,30.38,50.11,42.44,44.17,109.33,119.46,94.04,115.67,115.98,125.791,25.69,26.72
7/28/14,#N/A N/A,66.95,44.56,99.6,18.5952,61.89,53.52,39.79,30.4,50.24,43.03,44.47,109.35,119.32,93.76,115.54,115.57,125.58,25.64,26.84
7/29/14,#N/A N/A,66.76,44.36,99.35,18.4978,61.94,52.85,39.71,31.38,49.88,42.63,44.31,109.46,119.43,93.63,115.71,115.44,125.2,25.56,26.64
7/30/14,#N/A N/A,67.13,43.89,98.76,18.579,62.19,52.9,39.75,31.34,49.62,41.91,44.206,109.07,118.88,93.24,114.95,115.39,124.83,25.45,26.66
7/31/14,#N/A N/A,65.89,43.1399,96.63,18.1973,60.91,51.83,39,30.73,48.65,41.25,43.671,108.93,118.55,92.48,114.91,114.58,123.39,25.32,26.81
8/1/14,#N/A N/A,65.65,43.47,95.85,18.043,60.96,51.78,38.789,30.58,48.69,41.41,43.8292,109.14,118.82,92.04,114.99,113.33,124.38,25.12,26.61
8/4/14,#N/A N/A,66.29,43.61,97.46,18.1892,61.22,51.96,39.065,30.5,49.27,41.185,43.83,109.12,118.85,92.6,114.82,113.65,123.99,25.31,26.73
8/5/14,#N/A N/A,65.83,43.42,95.33,18.0024,60.63,51.65,38.7,30.67,48.76,40.69,43.46,109.12,118.97,92.42,114.95,113.51,123.87,25.19,26.61
8/6/14,#N/A N/A,65.69,43.79,95.61,18.0755,60.6,51.39,38.58,29.91,49.12,40.17,43.475,109.13,118.76,92.64,114.96,113.37,125.67,25.35,26.88
8/7/14,#N/A N/A,65.35,43.43,95.01,17.9943,59.82,51.44,38.42,29.68,48.69,40.63,43.6,109.34,119.07,92.7,115.46,113.17,126.18,25.4,26.49
8/8/14,#N/A N/A,66.36,43.87,96.6,18.1729,60.53,52.17,38.67,29.72,49.2,41.44,43.84,109.38,119.04,92.99,115.36,113.57,126.19,25.28,26.15
8/11/14,#N/A N/A,66.66,44.18,96.61,18.1892,60.5,52.38,38.86,29.86,49.15,41.29,44.0979,109.39,119.09,93.43,115.37,113.8,125.96,25.32,26.41
8/12/14,#N/A N/A,66.49,44.15,95.9,18.2298,60.45,52.26,38.84,29.92,49.305,41.26,43.98,109.34,119.03,93.41,115.02,113.95,125.99,25.16,26.04
8/13/14,#N/A N/A,66.73,44.28,96.21,18.311,61.18,52.77,39.22,29.96,49.58,41.45,44.49,109.56,119.27,93.68,115.35,114.25,126.2,25.14,26.03
8/14/14,#N/A N/A,67.25,44.46,95.66,18.4247,61.9,53,39.29,30.06,49.58,41.81,44.54,109.62,119.4,93.86,115.47,114.87,126.31,24.84,26.05
8/15/14,#N/A N/A,67.12,44.52,96.37,18.3354,61.96,52.89,39.29,30.03,49.73,41.97,44.5,109.89,119.82,94.05,115.75,115.04,125.483,24.94,26.27
8/18/14,#N/A N/A,67.74,44.78,96.63,18.5384,62.44,53.69,39.66,30.13,50.22,41.86,44.9399,109.66,119.55,94.32,115.3,115.05,124.96,24.73,26.21
8/19/14,#N/A N/A,68.25,44.9,97.37,18.5708,62.85,53.82,39.91,29.99,50.37,42.39,45.03,109.51,119.47,94.29,115.09,115.38,124.68,24.78,25.9
8/20/14,#N/A N/A,68.57,44.87,97.58,18.6196,62.84,54.39,39.91,30.11,50.44,42.48,45.2101,109.39,119.2,94.36,114.75,114.83,124.22,24.85,25.84
8/21/14,#N/A N/A,68.51,44.95,97.66,18.8388,62.93,54.34,40.1,30.14,50.37,42.58,45.3,109.58,119.61,94.36,114.97,115,122.88,24.91,25.88
8/22/14,#N/A N/A,68.64,44.84,97.01,18.7738,62.99,54.15,40.11,30.14,50.17,42.45,44.9501,109.56,119.76,94.13,114.92,114.99,123.19,24.87,25.93
8/25/14,#N/A N/A,68.84,45.09,97.87,18.9362,63.47,54.36,40.15,30.27,50.36,42.74,44.8501,109.65,119.95,94.33,115.06,114.95,122.74,24.91,25.84
8/26/14,#N/A N/A,68.85,45.06,98.37,18.9768,63.7,54.18,40.17,30.37,50.41,42.23,44.94,109.66,120.03,94.4,114.97,115.27,123.35,24.92,26.17
8/27/14,#N/A N/A,68.92,45.08,98.17,18.9362,63.65,54.15,40.16,30.56,50.41,42.69,44.99,109.8,120.23,94.31,115.18,116,123.3199,24.96,26.19
8/28/14,#N/A N/A,68.83,45.1,98.19,18.8794,63.63,54.07,40.1,30.55,50.45,43,44.9701,110.02,120.49,94.17,115.36,115.71,124,24.98,26.4
8/29/14,#N/A N/A,68.82,45.13,98.74,18.9687,63.86,54.02,40.28,30.69,50.53,43.28,45.11,109.98,120.58,94.24,115.25,115.63,123.86,25.03,26.46
9/1/14,#N/A N/A,68.82,45.13,98.74,18.9687,63.86,54.02,40.28,30.69,50.53,43.28,45.11,109.98,120.58,94.24,115.25,115.63,123.86,25.03,26.46
9/2/14,#N/A N/A,68.95,45.15,97.49,19.0418,63.83,54.2,40.29,30.71,50.36,42.89,45.14,109.45,119.67,93.92,114.44,114.82,121.65,24.67,26.66
9/3/14,#N/A N/A,68.77,45.18,97.75,19.0093,64.12,54.13,40.07,30.71,50.44,43.1,45.2,109.57,119.83,93.68,114.65,115.03,122.15,24.77,26.43
9/4/14,#N/A N/A,69.03,45.32,96.43,19.0256,63.8,54.15,40.05,30.68,50.44,43.08,45.1,109.43,118.98,93.37,114.22,115.01,121.48,24.67,26.38
9/5/14,#N/A N/A,69.26,45.58,97.08,19.0499,64.17,54.33,40.29,30.93,50.66,43.62,45.481,109.37,119,93.26,114.1,115.42,122.06,24.63,26.43
9/8/14,#N/A N/A,68.97,45.24,95.57,19.058,64.18,54.28,40.35,30.93,50.46,43.36,45.448,109.26,118.8,93.17,113.82,114.68,120.73,24.51,26.17
9/9/14,#N/A N/A,68.28,45.13,95.15,18.8632,64.01,54.11,40.06,30.58,50.05,42.86,45.17,109.11,118.48,92.74,113.49,114.33,120.87,24.31,26.14
